Posted On,BHK,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Rent
14-06-2022,2,1250,3 out of 4,Carpet Area,"Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,15000
12-06-2022,3,900,1,Super Area,"Malakpet, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,15000
16-05-2022,1,650,2 out of 3,Super Area,"Padmarao Nagar, Hyderabad-Karimnagar Highway",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,6800
12-05-2022,1,350,2 out of 3,Super Area,Attapur,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,5000
12-05-2022,2,1500,Ground out of 3,Super Area,Akhilandeswari Nagar,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,12000
12-05-2022,2,100,Ground out of 3,Super Area,"Narsingi, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,12000
12-05-2022,2,900,2 out of 4,Super Area,Bandlaguda Jagir,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,12000
03-06-2022,2,990,3 out of 3,Super Area,"Somajiguda, NH 9",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,18000
21-06-2022,3,1700,5 out of 5,Super Area,Kompally,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,25000
28-06-2022,2,900,3 out of 6,Super Area,"Moosarambagh, NH 9",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,15000
14-05-2022,3,1700,2 out of 5,Super Area,Hyderabad,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,23000
20-05-2022,2,1050,Ground out of 3,Super Area,Hastinapuram,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,10500
10-05-2022,3,1550,3 out of 5,Super Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,37000
12-05-2022,2,1050,1 out of 2,Carpet Area,Suchitra Circle,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,16000
12-05-2022,3,1600,4 out of 5,Super Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,25000
29-06-2022,2,1250,1 out of 4,Super Area,Ram Bagh Colony,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,14000
12-05-2022,2,700,3 out of 4,Super Area,Old Nallakunta,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,10000
12-05-2022,2,1100,2 out of 3,Super Area,Bandlaguda Jagir,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,12500
12-05-2022,2,850,3 out of 5,Super Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,15000
25-06-2022,3,1700,2 out of 3,Carpet Area,Jubilee Hills,Hyderabad,Semi-Furnished,Bachelors,3,Contact Owner,35000
09-05-2022,3,1800,1 out of 5,Carpet Area,Raj Bhawan Road,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,30000
16-05-2022,1,520,3 out of 5,Super Area,"New Boiguda, Boiguda",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,8000
12-05-2022,2,800,Ground out of 1,Super Area,Rampally,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,7000
12-05-2022,1,67,Ground out of 1,Super Area,Jagadgiri Gutta,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,5500
12-05-2022,1,500,2 out of 3,Super Area,"Peerzadiguda, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,5000
12-05-2022,2,1060,2 out of 5,Super Area,Dammaiguda,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,8500
16-05-2022,2,900,Ground out of 2,Super Area,"Uppal, NH 2 2",Hyderabad,Furnished,Bachelors/Family,1,Contact Owner,8000
12-05-2022,2,1650,Ground out of 3,Super Area,Kapra,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,16000
12-05-2022,2,800,2 out of 4,Super Area,Meerpet,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,7500
12-05-2022,6,3400,Ground out of 2,Super Area,Rampally,Hyderabad,Unfurnished,Bachelors/Family,7,Contact Owner,35000
06-07-2022,3,1100,2 out of 5,Carpet Area,Jubilee Hills,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Agent,8000
21-06-2022,2,1492,4 out of 31,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent,45000
06-07-2022,3,1100,1 out of 4,Carpet Area,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Agent,9000
14-06-2022,4,2990,3 out of 13,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,60000
21-06-2022,3,2780,4 out of 26,Super Area,Nanakram Guda,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,70000
02-05-2022,2,1100,1 out of 2,Carpet Area,Aminpur,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,9000
12-05-2022,2,90,Ground out of 5,Super Area,Shaikpet,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,11000
25-06-2022,2,760,1 out of 2,Super Area,Ali Bagh Kala pather,Hyderabad,Unfurnished,Family,2,Contact Owner,5800
06-05-2022,1,600,Ground out of 4,Super Area,Yeshwanthpur,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner,9000
28-05-2022,2,940,6 out of 10,Super Area,"Rajendra Nagar, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent,18000
06-07-2022,3,1742,24 out of 33,Carpet Area,"Financial District, Nanakram Guda",Hyderabad,Semi-Furnished,Family,3,Contact Agent,45000
02-06-2022,3,2000,Ground out of 12,Carpet Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,55000
25-05-2022,1,800,3 out of 4,Super Area,"Yousufguda, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,9500
06-05-2022,3,1800,1 out of 3,Super Area,Deepthisri nagar colony,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,35000
07-05-2022,2,1350,Ground out of 1,Super Area,Rampally,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,7500
20-05-2022,3,1685,Ground out of 5,Super Area,"Pocharam, NH 2 2",Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,25000
16-05-2022,2,1250,Ground out of 2,Super Area,"Quthbullapur, NH 7",Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,12500
05-07-2022,3,1800,1 out of 2,Carpet Area,Old Bowenpally,Hyderabad,Semi-Furnished,Family,3,Contact Owner,22000
25-06-2022,2,853,4 out of 5,Super Area,Kapra,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,7500
06-07-2022,3,2000,4 out of 17,Carpet Area,"Financial District, Nanakram Guda",Hyderabad,Semi-Furnished,Family,3,Contact Agent,42000
12-05-2022,1,800,Ground out of 2,Super Area,Adikmet,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner,8000
23-06-2022,2,1200,Ground out of 1,Super Area,Shaikpet,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,20000
10-07-2022,2,1100,5 out of 5,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent,19000
06-07-2022,1,550,1 out of 5,Carpet Area,Kondapur,Hyderabad,Unfurnished,Bachelors,1,Contact Agent,14000
11-06-2022,4,4761,1 out of 35,Carpet Area,K P H B Phase 4,Hyderabad,Semi-Furnished,Bachelors,6,Contact Owner,200000
29-06-2022,2,920,3 out of 5,Carpet Area,"Nallagandla, Serilingampally",Hyderabad,Semi-Furnished,Family,2,Contact Owner,18500
29-06-2022,3,1400,4 out of 6,Carpet Area,Madhapur,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,38000
10-07-2022,3,2310,3 out of 17,Super Area,Madhapur,Hyderabad,Semi-Furnished,Family,3,Contact Agent,67000
12-05-2022,2,650,2 out of 3,Super Area,Balanagar,Hyderabad,Unfurnished,Family,2,Contact Owner,5000
06-06-2022,1,700,5 out of 5,Carpet Area,"Dwarakapuri, Punjagutta, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,25000
12-05-2022,1,300,1 out of 3,Super Area,"Khairatabad, NH 7",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,7000
12-05-2022,4,100,1 out of 3,Super Area,Old Nallakunta,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,10000
02-05-2022,2,1050,1 out of 5,Carpet Area,"Siddhi Vinayak Nagar, Madhapur",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,25000
02-07-2022,2,1125,1 out of 2,Super Area,"Gandhamguda, Bairagiguda",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,11000
02-07-2022,4,1600,2 out of 5,Super Area,Mehdipatnam,Hyderabad,Unfurnished,Bachelors/Family,4,Contact Owner,17000
17-06-2022,3,2400,1 out of 3,Super Area,"Banjara Hills, NH 9",Hyderabad,Furnished,Bachelors/Family,3,Contact Agent,47000
10-06-2022,2,650,3 out of 5,Super Area,Vandanapuri colony,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,10000
30-04-2022,1,1000,Ground out of 2,Super Area,"Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,7500
12-05-2022,2,900,1 out of 3,Super Area,Jagadgiri Gutta,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,10000
24-05-2022,2,1250,1 out of 3,Super Area,Hyderabad Shah Guda,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,11000
28-06-2022,2,1020,8 out of 9,Super Area,"Boduppal, NH 2 2",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,21000
31-05-2022,3,1270,1,Carpet Area,Tarnaka,Hyderabad,Furnished,Family,2,Contact Owner,15000
25-05-2022,1,600,3 out of 4,Super Area,"Miyapur, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,7500
14-06-2022,1,500,2 out of 3,Carpet Area,"Tellapur, Outer Ring Road",Hyderabad,Unfurnished,Bachelors,1,Contact Owner,6500
23-06-2022,2,800,2 out of 2,Super Area,"Uppal, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,7500
02-07-2022,3,1500,2 out of 4,Super Area,"Miyapur, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,15000
12-05-2022,2,1200,2 out of 3,Super Area,BHEL,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,11000
06-07-2022,3,1900,1 out of 2,Carpet Area,"Pragathi Nagar, Kukatpally",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,23000
30-04-2022,2,950,2 out of 4,Super Area,Nagole,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,11000
30-04-2022,1,300,1 out of 3,Super Area,Allwyn Colony,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,8000
02-07-2022,2,1250,Ground out of 1,Super Area,"Tellapur, Outer Ring Road",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,13000
09-05-2022,2,1200,2 out of 4,Super Area,"Srini kunj Anasuya Enclave, Lingampally, Kachiguda, Hyderabad",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,17000
09-07-2022,2,1100,2 out of 4,Super Area,"Miyapur, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,16000
06-07-2022,2,1100,2 out of 4,Super Area,Prem nagar-Erragadda,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,12000
18-06-2022,2,1500,1 out of 2,Super Area,Jeedimetla,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,20000
06-05-2022,3,1400,4 out of 5,Super Area,"Saidabad Colony, Sayeedabad",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,18000
06-07-2022,3,1742,11 out of 35,Carpet Area,Gachibowli,Hyderabad,Semi-Furnished,Family,3,Contact Agent,50000
30-06-2022,2,1250,2 out of 4,Carpet Area,"Somajiguda, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent,23000
20-05-2022,1,650,1 out of 6,Super Area,"Banjara Hills, NH 9",Hyderabad,Furnished,Bachelors/Family,1,Contact Owner,16500
06-07-2022,3,1545,4 out of 6,Super Area,"Miyapur, NH 9",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,25000
29-04-2022,1,700,1 out of 2,Carpet Area,"Mythri Nagar, Hafeezpet, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,13000
06-07-2022,2,1600,1 out of 5,Super Area,Dr A.S. Rao Nagar,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,12000
06-07-2022,3,1700,Ground out of 15,Super Area,Gopanapalli,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,37000
06-07-2022,2,920,Ground out of 27,Super Area,Moula Ali,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,6500
14-06-2022,2,1115,3 out of 5,Carpet Area,"Bhagya Nagar Colony, Secunderabad",Hyderabad,Unfurnished,Family,2,Contact Owner,13000
09-05-2022,3,1000,2 out of 4,Carpet Area,"Opp. Deccan college, Darusalam",Hyderabad,Semi-Furnished,Family,2,Contact Owner,17500
18-06-2022,2,1200,3 out of 5,Super Area,Nizampet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,15000
14-06-2022,1,500,2 out of 3,Super Area,Almasguda,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,4000
22-06-2022,3,1850,1 out of 1,Super Area,"Tarapuri Colony, Secunderabad",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,15000
30-04-2022,1,600,2 out of 2,Super Area,Secretariat Hills,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,9000
02-07-2022,2,200,3 out of 3,Carpet Area,Puppalaguda,Hyderabad,Unfurnished,Family,2,Contact Owner,13000
20-05-2022,3,1500,1 out of 4,Super Area,Serilingampally,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,25000
29-06-2022,3,2100,10 out of 20,Super Area,"Nallagandla, Serilingampally",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,37000
22-06-2022,3,1250,1 out of 3,Super Area,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,25000
08-05-2022,1,800,3 out of 4,Super Area,Hyderabad,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,13000
15-06-2022,3,1450,1 out of 5,Super Area,"Rethibowli, Mehdipatnam",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,20000
29-06-2022,3,1960,8 out of 20,Super Area,aparna sarovar grande,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,37000
29-06-2022,3,1965,10 out of 14,Super Area,"Nallagandla, Serilingampally",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,40000
29-06-2022,3,1834,15 out of 30,Super Area,"Narsingi, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,45000
29-06-2022,3,1834,12 out of 30,Super Area,"Narsingi, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,44000
16-05-2022,2,1150,1 out of 4,Super Area,Amberpet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,15000
29-06-2022,3,1800,10 out of 20,Super Area,"Nallagandla, Serilingampally",Hyderabad,Furnished,Bachelors/Family,3,Contact Agent,37000
07-06-2022,2,1000,3 out of 5,Super Area,Vidya Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,12000
14-06-2022,2,1200,1 out of 3,Super Area,Dharmapuri Colony,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,8000
20-05-2022,3,2000,1 out of 1,Super Area,Mithila Nagar-Banjara Hills,Hyderabad,Unfurnished,Bachelors/Family,5,Contact Owner,30000
14-06-2022,1,700,3 out of 4,Super Area,Serilingampally,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,12000
14-06-2022,1,400,2 out of 3,Super Area,"Peerzadiguda, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,6000
25-05-2022,2,1250,1 out of 1,Super Area,"Akshya nagar, Raghavendra colony, Road no:4,Boduppal",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,9500
14-06-2022,1,500,1 out of 3,Super Area,Toli Chowki,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,10000
27-06-2022,3,1550,1 out of 4,Super Area,Attapur,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,16000
06-07-2022,2,1000,2 out of 4,Super Area,Sri Nagar Colony,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,20000
17-06-2022,2,1200,1 out of 2,Carpet Area,"Jaya Puri Colony, Nagole",Hyderabad,Unfurnished,Family,2,Contact Owner,10000
11-05-2022,2,1200,2 out of 3,Carpet Area,"Dilsukh Nagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,13000
03-05-2022,2,1200,5 out of 5,Carpet Area,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,17000
06-07-2022,2,1800,Ground out of 1,Super Area,Dammaiguda,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,15000
07-07-2022,2,1100,5 out of 5,Super Area,Kapra,Hyderabad,Furnished,Family,2,Contact Owner,10000
11-06-2022,3,1650,3 out of 4,Carpet Area,Begumpet,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,25000
26-06-2022,3,225,Ground out of 1,Carpet Area,"Ragannaguda, Outer Ring Road",Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,15000
06-07-2022,1,550,4 out of 6,Super Area,Qutub Shahi Tombs,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner,11000
14-06-2022,1,350,2 out of 4,Super Area,Gudimalkapur,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,7500
10-06-2022,2,600,1 out of 2,Super Area,"Murad Nagar, Lal Darwaza, Falaknuma Road",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,15000
25-05-2022,1,500,2 out of 3,Super Area,"Hafeezpet, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,7500
01-05-2022,2,1100,Ground out of 5,Super Area,Nizampet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,11000
29-06-2022,2,1205,3 out of 5,Super Area,"Pocharam, Hyderabad near infosys",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,15000
12-05-2022,2,1200,Ground out of 2,Super Area,Tarnaka,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,9500
09-06-2022,1,540,2 out of 3,Super Area,"Kukatpally, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,5000
05-07-2022,3,1800,2 out of 2,Carpet Area,Manigunda,Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Owner,20000
12-05-2022,1,500,2 out of 3,Super Area,"Hafeezpet, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,8500
29-05-2022,2,1200,Ground out of 2,Super Area,Manneguda,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,9000
16-05-2022,2,1180,4 out of 5,Super Area,"Miyapur, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,15000
06-07-2022,2,1000,4 out of 5,Super Area,Asif Nagar,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,20000
30-06-2022,2,675,3 out of 3,Carpet Area,"Bhagya Nagar Colony, Secunderabad",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,11500
06-06-2022,3,1450,2 out of 5,Super Area,Bachupally,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,13000
14-06-2022,1,100,2 out of 5,Super Area,B.S.Maktha,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,11000
21-05-2022,1,500,1 out of 3,Carpet Area,Rodamestri Nagar,Hyderabad,Unfurnished,Bachelors,1,Contact Owner,6000
16-05-2022,2,100,3 out of 4,Super Area,"Yousufguda, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,15000
20-06-2022,4,2300,4 out of 5,Carpet Area,Punjagutta X Roads,Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Owner,45000
06-07-2022,1,300,Ground out of 2,Super Area,"Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,5000
06-07-2022,1,300,1 out of 2,Super Area,Nacharam,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,6000
08-06-2022,1,800,3 out of 3,Carpet Area,Vidya Nagar,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,8000
06-07-2022,2,1280,Ground out of 1,Super Area,Shamshabad,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,15000
18-05-2022,2,110,1 out of 1,Carpet Area,Sangareddy District,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,10000
02-06-2022,2,920,4 out of 4,Super Area,Moula Ali,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,9000
06-07-2022,2,2000,Ground out of 3,Super Area,"Old Malakpet, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,16000
06-07-2022,2,770,1 out of 4,Super Area,Kapra,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,16000
06-07-2022,3,3200,1 out of 3,Carpet Area,"Kukatpally, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,45000
11-06-2022,2,1500,1 out of 2,Carpet Area,"Hayathnagar, NH 9",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,12000
25-06-2022,2,1100,1 out of 5,Super Area,Toli Chowki,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,14500
12-05-2022,1,450,3 out of 3,Super Area,Puppalaguda,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,8000
06-07-2022,6,4500,1 out of 2,Super Area,"Kakateeya Nagar, Secunderabad",Hyderabad,Semi-Furnished,Bachelors/Family,6,Contact Owner,80000
18-06-2022,2,1300,2 out of 4,Carpet Area,5-20 Adharshnagar,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,15000
04-05-2022,1,1000,2 out of 5,Carpet Area,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,15500
01-07-2022,2,900,Ground out of 2,Carpet Area,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,8000
12-05-2022,1,400,2 out of 3,Super Area,"Kukatpally, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,7500
29-06-2022,3,10,1 out of 1,Carpet Area,"Ghatkesar, NH 2 2",Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,15000
06-07-2022,1,450,1 out of 2,Super Area,Hydershakote,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,5000
25-05-2022,2,1300,2 out of 3,Super Area,Moula Ali,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,10000
29-06-2022,2,1000,4 out of 5,Super Area,"Indis VB CITY, Bollaram railway station",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,16000
15-05-2022,2,1300,Ground out of 1,Carpet Area,Kapra,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,15000
14-06-2022,1,350,1 out of 3,Super Area,"Naseeb Nagar, Hyderabad",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,6000
29-05-2022,3,1560,1 out of 6,Super Area,"Neknampur, Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,32000
20-06-2022,3,1800,4 out of 5,Carpet Area,Mokila,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,22000
06-07-2022,1,600,1 out of 4,Carpet Area,"Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Agent,9000
06-06-2022,2,350,2 out of 2,Carpet Area,Malkajgiri,Hyderabad,Unfurnished,Bachelors,1,Contact Owner,12000
08-07-2022,2,1100,4 out of 5,Carpet Area,"Chandanagar, NH 9",Hyderabad,Furnished,Bachelors,2,Contact Owner,16000
16-05-2022,2,1100,3 out of 5,Super Area,"Chandanagar, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,13000
22-06-2022,2,1170,1 out of 2,Super Area,"Malakpet, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,20000
07-05-2022,1,550,Upper Basement out of 2,Carpet Area,sanath nagar Ashok colony,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,9000
